key,section,title,published,tg_channels,tg_first_post,naipv2,naipv1,scijudge_bt,dgcbert_p,cr8b_rating,cr8b_decision,cr70b_rating,cr70b_decision,dr7b_rating,dr7b_decision,dr7bf_rating,dr7bf_decision,dr14b_rating,dr14b_decision,or8b_rating,or8b_soundness,or8b_presentation,or8b_contribution,seae_rating,seae_decision,mean_rating10,accept_votes,n_models,rank_avg,rank_in_year
arxiv:2212.09741,"Retrieval, embeddings, benchmarks","One Embedder, Any Task: Instruction-Finetuned Text Embeddings",2022-12-19,buckwheat_thoughts;dealerAI;lovedeathtransformers,2023-02-16,0.333,0.723,2.727,0.8770,5.000,Reject,,,6.500,Accept,6.500,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.100,5,6,70.2638,1.0000
arxiv:2206.04615,"Retrieval, embeddings, benchmarks",Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models,2022-06-09,j_links;rybolos_channel;tech_priestess,2022-06-10,-0.651,0.794,3.713,0.3911,6.000,Reject,,,5.250,Reject,,,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.375,3,5,67.0451,2.0000
arxiv:2205.13147,"Retrieval, embeddings, benchmarks",Matryoshka Representation Learning,2022-05-26,buckwheat_thoughts;doomgrad;gonzo_ML;rybolos_channel,2023-11-03,2.609,0.626,0.610,0.8708,4.500,Reject,,,6.500,Accept,7.000,Accept,7.000,Accept,6.000,3.000,3.000,2.000,6.000,Accept,6.100,5,6,65.5823,3.0000
acl:2022.emnlp-main.340,"Retrieval, embeddings, benchmarks",Super-NaturalInstructions: Generalization via Declarative Instructions on 1600+ NLP Tasks,,gonzo_ML,2023-05-14,-2.061,0.551,3.130,0.2411,6.000,Accept,,,5.000,Reject,,,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.000,4,5,49.3722,4.0000
arxiv:2112.07899,"Retrieval, embeddings, benchmarks",Large Dual Encoders Are Generalizable Retrievers,2021-12-15,dealerAI;lovedeathtransformers,2023-02-16,-0.023,0.572,2.128,0.0589,5.000,Reject,,,6.250,Accept,6.250,Reject,6.500,Accept,8.000,3.000,3.000,3.000,6.000,Accept,6.350,3,6,59.0393,2.0000
acl:2022.acl-long.360,"Retrieval, embeddings, benchmarks",PRIMERA: Pyramid-based Masked Sentence Pre-training for Multi-document Summarization,,gonzo_ML,2023-05-04,-2.773,0.625,1.730,0.0792,6.000,Accept,,,3.750,Reject,5.670,Reject,6.000,Accept,5.000,3.000,3.000,2.000,6.000,Accept,5.734,3,6,38.5154,7.0000
arxiv:2101.02235,"Retrieval, embeddings, benchmarks",Did Aristotle Use a Laptop? A Question Answering Benchmark with Implicit Reasoning Strategies,2021-01-06,gonzo_ML,2023-05-14,-2.572,0.593,1.722,0.4688,6.000,Accept,,,6.000,Accept,4.750,Reject,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,5.950,4,6,51.1356,4.0000
arxiv:2608.23875,"Agents, open-endedness, AGI",AI Finds A Way,2026-08-24,gonzo_ML;j_links,2026-08-30,-2.221,0.558,-2.715,0.0672,3.000,Reject,,,5.000,Reject,4.670,Reject,3.750,Reject,6.000,3.000,3.000,2.000,6.000,Accept,4.684,2,6,24.6012,70.0000
arxiv:2608.19197,"Agents, open-endedness, AGI",SPADE: Self-Play in Adaptive Synthetic Executable Environments,2026-08-19,axisofordinary,2026-08-20,0.183,0.656,0.132,0.0782,6.000,Accept,,,6.500,Accept,7.000,Accept,7.000,Accept,8.000,4.000,4.000,4.000,7.000,Accept,7.000,5,6,72.8874,6.0000
arxiv:2608.08311,"Agents, open-endedness, AGI",Ouroboros: A Self-Developing Frontier Coding Agent with Reviewed Core Evolution,2026-08-08,abstractDL;lovedeathtransformers,2026-08-11,-1.249,0.368,0.816,0.0124,4.000,Reject,,,3.000,Reject,7.500,Accept,5.750,Reject,6.000,3.000,3.000,3.000,8.000,Accept,6.250,3,6,40.3616,63.0000
arxiv:2607.13104,"Agents, open-endedness, AGI",Self-Improvements in Modern Agentic Systems: A Survey,2026-07-14,gonzo_ML,2026-07-22,0.084,0.655,2.386,0.0098,6.000,Accept,,,7.000,Accept,7.000,Accept,7.500,Accept,6.000,3.000,3.000,3.000,5.000,Accept,6.300,5,6,65.6823,18.0000
arxiv:2605.13821,"Agents, open-endedness, AGI",Harnessing Agentic Evolution,2026-05-13,,,-0.344,0.618,0.831,0.6249,6.000,Accept,,,5.500,Reject,7.000,Accept,6.500,Reject,6.000,3.000,3.000,3.000,6.000,Accept,6.300,5,6,61.2432,28.0000
arxiv:2603.19461,"Agents, open-endedness, AGI",Hyperagents,2026-03-19,axisofordinary;boris_again;gonzo_ML;rybolos_channel,2026-03-23,-0.993,0.700,1.850,0.4450,6.000,Accept,,,6.500,Accept,6.500,Accept,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.200,5,6,64.5269,22.0000
arxiv:2602.07755,"Agents, open-endedness, AGI",Learning to Continually Learn via Meta-learning Agentic Memory Designs,2026-02-08,axisofordinary,2026-02-11,-0.724,0.525,1.570,0.0132,6.000,Accept,,,6.000,Accept,6.500,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.300,5,6,56.5450,36.0000
arxiv:2601.21557,"Agents, open-endedness, AGI",Meta Context Engineering via Agentic Skill Evolution,2026-01-29,,,-0.715,0.563,0.796,0.5120,3.000,Reject,,,7.000,Accept,6.000,Accept,5.750,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.550,4,6,52.5307,49.0000
arxiv:2601.07055,"Agents, open-endedness, AGI",Dr. Zero: Self-Evolving Search Agents without Training Data,2026-01-11,axisofordinary,2026-01-14,-0.861,0.525,2.974,0.6790,4.500,Reject,,,5.750,Reject,6.500,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.000,5,6,56.3130,39.0000
arxiv:2601.03192,"Agents, open-endedness, AGI",MemRL: Self-Evolving Agents via Runtime Reinforcement Learning on Episodic Memory,2026-01-06,axisofordinary,2026-01-14,1.841,0.729,2.600,0.7958,5.500,Reject,,,6.500,Accept,7.500,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.400,5,6,75.4737,3.0000
arxiv:2512.18746,"Agents, open-endedness, AGI",MemEvolve: Meta-Evolution of Agent Memory Systems,2025-12-21,,,-0.453,0.626,-0.581,0.1610,5.000,Reject,,,7.000,Accept,7.000,Accept,6.250,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.250,4,6,60.0149,34.0000
arxiv:2512.18552,"Agents, open-endedness, AGI",Toward Training Superintelligent Software Agents through Self-Play SWE-RL,2025-12-21,axisofordinary;data_secrets,2025-12-27,-1.922,0.484,-0.837,0.2332,4.500,Reject,,,5.500,Reject,4.750,Reject,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.650,3,6,36.7150,70.0000
arxiv:2512.18160,"Agents, open-endedness, AGI","Propose, Solve, Verify: Self-Play Through Formal Verification",2025-12-20,axisofordinary,2026-01-07,-1.147,0.551,-2.296,0.9431,5.000,Reject,,,5.500,Reject,6.500,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.100,5,6,54.3362,43.0000
arxiv:2511.15593,"Agents, open-endedness, AGI",What Does It Take to Be a Good AI Research Agent? Studying the Role of Ideation Diversity,2025-11-19,gonzo_ML;rybolos_channel,2025-11-25,-2.432,0.436,-5.377,0.4010,6.000,Reject,,,4.500,Reject,5.750,Accept,4.750,Reject,5.000,3.000,3.000,2.000,5.000,Accept,5.300,2,6,25.4950,77.0000
arxiv:2508.16204,"Agents, open-endedness, AGI",Competition and Attraction Improve Model Fusion,2025-08-22,axisofordinary;data_secrets,2025-08-25,0.670,0.460,-3.828,0.8528,3.000,Reject,,,4.750,Reject,6.250,Reject,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.750,4,6,47.4004,61.0000
arxiv:2507.18074,"Agents, open-endedness, AGI",AlphaGo Moment for Model Architecture Discovery,2025-07-24,data_secrets;gonzo_ML;rybolos_channel,2025-07-27,-0.628,0.658,2.782,0.1186,5.250,Accept,,,6.000,Accept,5.000,Reject,5.500,Reject,5.000,2.000,3.000,2.000,5.000,Accept,5.150,2,6,41.6682,67.0000
arxiv:2505.22954,"Agents, open-endedness, AGI",Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents,2025-05-29,axisofordinary;data_secrets;gonzo_ML;lovedeathtransformers,2025-05-30,-0.615,0.709,1.646,0.3756,5.000,Reject,,,5.250,Reject,5.750,Accept,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.050,4,6,55.8850,42.0000
doi:10.21203/rs.3.rs-6688473/v1,"Agents, open-endedness, AGI",Self-Programming AI: Code-Learning Agents for Autonomous Refactoring and Architectural Evolution,2025-05-20,,,-2.812,0.604,-2.483,0.0088,4.500,Reject,,,4.000,Reject,4.000,Reject,3.000,Reject,6.000,3.000,3.000,3.000,5.000,Accept,4.500,2,6,19.2659,78.0000
arxiv:2502.15840,"Agents, open-endedness, AGI",Vending-Bench: A Benchmark for Long-Term Coherence of Autonomous Agents,2025-02-20,AGI_and_RL;lovedeathtransformers,2025-04-19,-1.640,0.395,1.397,0.0319,1.000,Reject,,,6.000,Accept,6.330,Accept,4.000,Reject,5.000,3.000,3.000,2.000,6.000,Accept,4.466,2,6,30.8570,76.0000
arxiv:2408.08435,"Agents, open-endedness, AGI",Automated Design of Agentic Systems,2024-08-15,knowledge_accumulator,2024-10-29,-2.412,0.655,3.114,0.3271,6.000,Accept,,,5.500,Reject,5.500,Reject,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.200,4,6,54.5760,15.0000
arxiv:2407.00695,"Agents, open-endedness, AGI",Learning Formal Mathematics From Intrinsic Motivation,2024-06-30,axisofordinary;j_links,2024-07-04,-0.889,0.455,1.298,0.2415,6.000,Reject,,,6.500,Reject,5.670,Reject,7.500,Accept,6.000,3.000,2.000,3.000,7.000,Accept,6.434,3,6,58.9636,8.0000
arxiv:2406.04268,"Agents, open-endedness, AGI",Open-Endedness is Essential for Artificial Superhuman Intelligence,2024-06-06,axisofordinary;gonzo_ML;rybolos_channel,2024-06-07,-2.396,0.614,0.634,0.0082,5.000,Reject,,,5.250,Reject,4.750,Reject,4.750,Reject,6.000,3.000,4.000,3.000,7.000,Accept,5.500,2,6,36.6992,36.0000
openreview:pOoKI3ouv1,"Agents, open-endedness, AGI",Robust agents learn causal world models (ICLR 2024 best paper),,j_links,2024-05-09,-0.457,0.615,2.534,0.2212,8.000,Accept,,,8.000,Accept,7.000,Accept,6.500,Accept,6.000,3.000,4.000,3.000,8.000,Accept,7.100,5,6,74.8637,1.0000
doi:10.1038/s42256-023-00754-x,"Agents, open-endedness, AGI",A social path to human-like artificial intelligence,2023-11-17,dtulinov,2023-11-21,-4.184,0.438,-10.641,0.0505,3.000,Reject,,,5.750,Reject,5.000,Reject,5.250,Reject,6.000,3.000,2.000,3.000,3.000,Reject,4.450,1,6,17.8398,46.0000
arxiv:2311.02462,"Agents, open-endedness, AGI",Levels of AGI for Operationalizing Progress on the Path to AGI,2023-11-04,axisofordinary;gonzo_ML;knowledge_accumulator;seeallochnaya,2023-11-07,-2.020,0.513,0.813,0.0095,5.750,Reject,,,4.250,Reject,4.750,Reject,4.750,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.450,2,6,31.6151,42.0000
arxiv:2311.00344,"Agents, open-endedness, AGI",A Definition of Open-Ended Learning Problems for Goal-Conditioned Agents,2023-11-01,gonzo_ML,2024-06-11,-1.090,0.426,-6.302,0.0071,4.000,Reject,,,5.250,Reject,6.500,Accept,4.750,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.450,3,6,30.0086,43.0000
arxiv:1905.10985,"Agents, open-endedness, AGI","AI-GAs: AI-generating algorithms, an alternate paradigm for producing general artificial intelligence",2019-05-27,gonzo_ML;knowledge_accumulator,2020-11-29,-2.426,0.621,-3.201,0.0065,1.000,Reject,,,5.000,Reject,6.500,Reject,3.000,Reject,6.000,3.000,3.000,3.000,5.000,Reject,4.300,1,6,24.4827,3.0000
arxiv:2609.01437,Harness,HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?,2026-09-01,,,-1.231,0.617,-1.947,0.0231,5.000,Reject,,,4.250,Reject,6.000,Accept,7.000,Accept,8.000,4.000,4.000,4.000,7.000,Accept,6.600,4,6,51.2077,50.0000
arxiv:2606.01770,Harness,Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams,2026-06-01,,,0.798,0.486,-0.345,0.0317,6.000,Accept,,,5.500,Reject,7.000,Accept,6.670,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.334,5,6,54.5523,41.0000
arxiv:2604.25850,Harness,Agentic Harness Engineering: Observability-Driven Automatic Evolution of Coding-Agent Harnesses,2026-04-28,,,1.099,0.507,0.536,0.4586,5.250,Reject,,,6.500,Accept,4.750,Reject,6.500,Reject,6.000,3.000,3.000,2.000,7.000,Accept,5.900,2,6,56.9730,34.0000
arxiv:2604.19341,Harness,Structured Scaling of AI Discovery Across Diverse Scientific Domains,2026-04-21,,,-0.211,0.596,3.677,0.5176,5.000,Reject,,,10.000,Accept,8.000,Accept,7.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.600,5,6,74.2787,4.0000
arxiv:2604.08224,Harness,"Externalization in LLM Agents: A Unified Review of Memory, Skills, Protocols and Harness Engineering",2026-04-09,gonzo_ML,2026-06-03,-0.827,0.681,3.109,0.0304,5.000,Reject,,,5.000,Reject,5.250,Reject,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,5.850,3,6,49.7605,54.0000
arxiv:2603.28052,Harness,Meta-Harness: End-to-End Optimization of Model Harnesses,2026-03-30,gonzo_ML;lovedeathtransformers,2026-04-05,0.213,0.458,1.148,0.9090,4.750,Reject,,,6.500,Accept,6.000,Accept,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.050,5,6,60.3970,29.0000
arxiv:2607.23379,AI safety and consciousness,When Activation Oracles Learn Not to Read: Concept-Specific Blind Spots in Fine-Tuned Oracles,2026-07-25,tech_priestess,2026-08-11,-0.958,0.502,-3.611,0.3975,4.500,Reject,,,5.500,Reject,7.000,Accept,7.000,Accept,8.000,3.000,4.000,3.000,6.000,Accept,6.500,4,6,50.8236,51.0000
arxiv:2603.19426,AI safety and consciousness,Is Evaluation Awareness Just Format Sensitivity? Limitations of Probe-Based Evidence under Controlled Prompt Structure,2026-03-19,lovedeathtransformers,2026-03-30,-1.178,0.428,-3.866,0.8481,6.000,Reject,,,5.000,Reject,6.250,Accept,5.750,Accept,6.000,3.000,3.000,2.000,6.000,Accept,6.000,5,6,43.6956,60.0000
arxiv:2503.16348,AI safety and consciousness,Palatable Conceptions of Disembodied Being,2025-03-20,axisofordinary;gonzo_ML,2025-03-22,-4.512,0.242,-5.599,0.0126,3.000,Reject,,,3.500,Reject,4.500,Reject,2.500,Reject,6.000,3.000,3.000,3.000,6.000,Accept,4.400,2,6,12.1052,79.0000
arxiv:2502.03407,AI safety and consciousness,Detecting Strategic Deception Using Linear Probes,2025-02-05,,,-2.174,0.558,1.094,0.0561,4.500,Reject,,,6.000,Accept,4.250,Reject,5.750,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.300,2,6,35.4893,72.0000
arxiv:2501.18837,AI safety and consciousness,Constitutional Classifiers: Defending against Universal Jailbreaks across Thousands of Hours of Red Teaming,2025-01-31,data_secrets,2025-02-03,-1.560,0.645,2.925,0.8768,6.000,Accept,,,6.500,Accept,5.670,Reject,6.500,Accept,8.000,4.000,4.000,4.000,6.000,Accept,6.434,5,6,66.6290,15.0000
arxiv:2309.08600,AI safety and consciousness,Sparse Autoencoders Find Highly Interpretable Features in Language Models,2023-09-15,,,-1.755,0.449,2.857,0.0632,5.250,Reject,,,5.000,Reject,7.000,Accept,6.670,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.184,4,6,48.7085,26.0000
arxiv:2308.08708,AI safety and consciousness,Consciousness in Artificial Intelligence: Insights from the Science of Consciousness,2023-08-17,ai_newz;axisofordinary;dtulinov;rybolos_channel,2023-08-22,-2.592,0.605,-0.852,0.0327,3.500,Reject,,,3.500,Reject,6.000,Accept,6.500,Accept,8.000,4.000,4.000,4.000,6.000,Accept,6.000,4,6,37.4729,39.0000
arxiv:2304.06528,AI safety and consciousness,Power-seeking can be probable and predictive for trained agents,2023-04-13,axisofordinary;gonzo_ML,2023-04-22,-0.491,0.650,0.946,0.7498,3.000,Reject,,,2.500,Reject,4.250,Reject,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.050,3,6,39.9883,35.0000
arxiv:2303.07103,AI safety and consciousness,Could a Large Language Model be Conscious?,2023-03-04,dtulinov;gonzo_ML,2023-04-16,-2.414,0.783,-0.326,0.0372,6.000,Reject,,,6.000,Accept,,,3.500,Reject,8.000,4.000,4.000,3.000,6.000,Accept,5.875,2,5,48.9903,25.0000
arxiv:2206.13477,AI safety and consciousness,Parametrically Retargetable Decision-Makers Tend To Seek Power,2022-06-27,gonzo_ML,2023-04-22,-0.744,0.739,2.456,0.2688,3.000,Reject,,,5.750,Reject,5.750,Accept,4.000,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.150,3,6,48.9078,12.0000
arxiv:2206.13353,AI safety and consciousness,Is Power-Seeking AI an Existential Risk?,2022-06-16,gonzo_ML,2023-04-22,-0.861,0.852,0.882,0.0197,4.500,Reject,,,6.250,Accept,6.750,Reject,4.750,Reject,8.000,4.000,4.000,3.000,5.000,Accept,5.800,2,6,50.1942,11.0000
arxiv:1912.01683,AI safety and consciousness,Optimal Policies Tend to Seek Power,2019-12-03,gonzo_ML,2023-04-22,-0.605,0.415,2.619,0.7053,3.500,Reject,,,4.750,Reject,5.250,Reject,5.500,Reject,8.000,4.000,3.000,4.000,6.000,Accept,5.650,3,6,43.9699,2.0000
arxiv:2606.08720,NeuroAI,This is how the Neocortex Learns,2026-06-07,gonzo_ML,2026-06-16,-1.618,0.485,-7.319,0.2134,4.500,Reject,,,1.000,Reject,8.000,Accept,3.750,Reject,8.000,4.000,4.000,4.000,6.000,Accept,6.050,3,6,35.7094,68.0000
arxiv:2505.17117,NeuroAI,From Tokens to Thoughts: How LLMs and Humans Trade Compression for Meaning,2025-05-21,,,-0.097,0.768,1.890,0.6257,6.000,Accept,,,8.000,Accept,7.500,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.600,6,6,77.5646,3.0000
doi:10.1101/2024.02.22.581686,NeuroAI,"MetaWorm: An Integrative Data-Driven Model Simulating <i>C. elegans</i> Brain, Body and Environment Interactions",2024-02-26,axisofordinary,2024-05-30,-2.701,0.501,-4.023,0.0956,3.000,Reject,,,6.500,Accept,6.000,Reject,7.330,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.666,3,6,40.2420,31.0000
doi:10.1101/2023.04.04.535512,NeuroAI,Emergence of belief-like representations through reinforcement learning,2023-04-07,axisofordinary,2023-04-23,-2.010,0.301,-3.189,0.4698,5.000,Reject,,,3.500,Reject,6.330,Reject,6.750,Accept,5.000,3.000,3.000,2.000,7.000,Accept,6.016,2,6,37.5599,38.0000
doi:10.1371/journal.pcbi.1011005,NeuroAI,Neural spiking for causal inference and learning,2023-04-04,axisofordinary,2023-04-11,-1.458,0.341,-6.510,0.1219,3.000,Reject,,,,,6.500,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,5.800,4,6,38.5212,36.0000
doi:10.1371/journal.pcbi.1010628,NeuroAI,Sleep prevents catastrophic forgetting in spiking neural networks by forming a joint synaptic weight representation,2022-11-18,,,-3.535,0.377,-8.504,0.0180,5.250,Reject,,,5.500,Reject,6.670,Accept,7.500,Accept,8.000,3.000,3.000,3.000,6.000,Accept,6.684,4,6,42.5172,14.0000
arxiv:2210.08340,NeuroAI,Toward Next-Generation Artificial Intelligence: Catalyzing the NeuroAI Revolution,2022-10-15,dtulinov,2022-11-24,-3.387,0.479,-5.469,0.0869,2.500,Reject,,,3.000,Reject,7.000,Accept,5.750,Accept,5.000,2.000,2.000,2.000,6.000,Accept,5.250,3,6,23.3698,17.0000
arxiv:2112.04035,NeuroAI,Relating transformers to models and neural representations of the hippocampal formation,2021-12-07,axisofordinary;boris_again,2022-09-24,-1.878,0.421,-1.165,0.0425,4.000,Reject,,,5.500,Reject,6.000,Reject,6.500,Accept,8.000,4.000,4.000,3.000,6.000,Accept,6.100,3,6,38.3069,7.0000
arxiv:2112.03978,NeuroAI,Attractor and integrator networks in the brain,2021-12-07,dtulinov,2022-11-17,-2.477,0.616,0.539,0.0400,6.000,Accept,,,5.000,Reject,6.750,Accept,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.150,5,6,46.1302,5.0000
doi:10.1038/s41467-021-26568-2,NeuroAI,Correspondence between neuroevolution and gradient descent,2021-11-02,axisofordinary,2024-12-11,-2.781,0.435,-2.452,0.1141,6.000,Accept,,,5.000,Reject,4.500,Reject,5.750,Reject,8.000,4.000,4.000,3.000,6.000,Accept,6.050,3,6,34.7133,8.0000
arxiv:2602.14486,Representation alignment,Revisiting the Platonic Representation Hypothesis: An Aristotelian View,2026-02-16,gonzo_ML,2026-06-25,-0.554,0.528,-4.152,0.4773,6.000,Accept,,,6.250,Reject,6.500,Accept,8.000,Accept,8.000,3.000,3.000,3.000,7.000,Accept,7.100,5,6,66.6906,12.0000
arxiv:2507.01098,Representation alignment,Proof of a perfect platonic representation hypothesis,2025-07-01,lovedeathtransformers,2026-08-13,-2.256,0.222,-8.591,0.0149,4.500,Reject,,,7.000,Accept,6.250,Reject,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.750,2,6,33.6042,73.0000
arxiv:2502.15104,Representation alignment,Estimating Neural Representation Alignment from Sparsely Sampled Inputs and Features,2025-02-20,,,-0.112,0.555,-5.210,0.8329,5.000,Reject,,,8.000,Accept,7.000,Accept,7.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.500,5,6,66.1741,16.0000
arxiv:2405.07987,Representation alignment,The Platonic Representation Hypothesis,2024-05-13,axisofordinary;boris_again;dealerAI;lovedeathtransformers,2024-05-19,-2.098,0.557,-0.180,0.0385,5.000,Reject,,,,,5.670,Reject,6.500,Accept,8.000,4.000,4.000,3.000,5.000,Accept,6.034,3,6,39.8729,33.0000
arxiv:2405.01012,Representation alignment,Correcting Biased Centered Kernel Alignment Measures in Biological and Artificial Neural Networks,2024-05-02,,,-1.223,0.264,-1.800,0.0238,4.500,Reject,,,4.250,Reject,3.500,Reject,4.000,Reject,5.000,3.000,3.000,2.000,6.000,Accept,4.600,1,6,17.9924,45.0000
arxiv:2007.02789,Representation alignment,Comparing representational geometries using whitened unbiased-distance-matrix similarity,2020-07-06,,,-0.351,0.339,-4.614,0.3879,5.500,Reject,,,7.500,Accept,6.500,Accept,8.000,Accept,8.000,4.000,4.000,4.000,6.000,Accept,6.800,4,6,57.9642,6.0000
acl:2025.acl-long.126,Finance,INVESTORBENCH: A Benchmark for Financial Decision-Making Tasks with LLM-based Agent,,rybolos_channel,2025-08-04,-2.904,0.557,-0.440,0.4675,5.000,Reject,,,5.000,Reject,6.000,Reject,4.000,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.600,2,6,40.5722,6.0000
arxiv:2003.01859,Finance,Applications of deep learning in stock market prediction: recent progress,2020-02-29,,,-6.262,0.747,-3.255,0.0285,4.600,Reject,,,1.000,Reject,3.000,Reject,3.000,Reject,5.000,3.000,3.000,2.000,6.000,Accept,4.320,1,6,20.5748,9.0000
arxiv:1807.02787,Finance,Financial Trading as a Game: A Deep Reinforcement Learning Approach,2018-07-08,,,-4.266,0.237,-3.517,0.5922,3.000,Reject,,,2.000,Reject,4.000,Reject,3.000,Reject,3.000,2.000,2.000,2.000,3.000,Reject,3.200,1,6,7.4519,4.0000
arxiv:1706.10059,Finance,A Deep Reinforcement Learning Framework for the Financial Portfolio Management Problem,2017-06-30,j_links,2017-08-10,-5.109,0.235,-5.784,0.0035,3.000,Reject,,,1.000,Reject,4.000,Reject,4.000,Reject,3.000,2.000,2.000,2.000,5.000,Reject,3.800,0,6,3.0828,8.0000
arxiv:2201.09746,Books,Reinforcement Learning Textbook,2022-01-19,AGI_and_RL;MLResearch,2022-01-25,-4.305,0.616,-3.755,0.0344,6.000,Accept,,,3.000,Reject,5.000,Reject,3.750,Reject,5.000,3.000,3.000,2.000,3.000,Reject,4.550,1,6,21.1497,18.0000
arxiv:2201.00650,Books,Deep Learning Interviews: Hundreds of fully solved job interview questions from a wide range of key topics in AI,2021-12-30,AIHOUSE;MLResearch;tech_priestess,2022-01-10,-3.359,0.475,-7.502,0.0112,5.000,Reject,,,,,1.000,Reject,,,5.000,3.000,3.000,2.000,5.000,Reject,4.000,0,5,13.0896,12.0000
doi:10.1038/s41566-024-01394-2,Other,Inverse-designed low-index-contrast structures on a silicon photonics platform for vector–matrix multiplication,2024-02-16,gonzo_ML,2024-05-27,-3.393,0.338,-4.369,0.0197,4.750,Reject,,,,,5.250,Reject,6.500,Accept,5.000,3.000,3.000,2.000,6.000,Accept,5.500,2,6,21.1901,44.0000
arxiv:2309.10232,Other,Fully parallel optical matrix-matrix multiplication,2023-09-19,gonzo_ML,2024-05-27,-4.305,0.365,-7.444,0.0223,3.000,Reject,,,3.500,Reject,2.500,Reject,4.750,Reject,3.000,2.000,2.000,2.000,3.000,Reject,3.250,0,6,5.3370,48.0000
arxiv:2304.01433,Other,TPU v4: An Optically Reconfigurable Supercomputer for Machine Learning with Hardware Support for Embeddings,2023-04-04,axisofordinary;gonzo_ML;j_links,2023-04-05,-1.127,0.679,0.359,0.0097,6.000,Accept,,,3.000,Reject,,,5.250,Reject,8.000,4.000,4.000,3.000,8.000,Accept,6.812,3,5,52.9619,19.0000
